Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
03/01/2023,17195,9,Whiteside County,IL,97.9,36061,65.4,35982,69.2,34997,74,32790,76.1,11486,95,32766,59.4,32729,62.9,2817,31.6,31900,67.4,29912,69.4,10570,90.1,18015,55,18015,55,17915,56.2,17417,58.2,12944,67.9,8040,76.1,7084,54.7,5105,63.5,B,6,6,6,7,7,8,Non-metro,6,6,6,7,7,8,8,8,8,7,8,8,8,7,55175,51995,8905,47321,43090,11732,8064,15.5,8031,17,7905,18.3,4992,42.6
03/01/2023,72087,9,Loiza Municipio,PR,97.8,16618,67.7,16597,70.1,15345,70.1,13883,70.1,3286,69.5,15068,61.4,15063,63.6,2393,61.7,14034,64.1,12670,63.9,2942,62.2,9338,62,9338,62,9304,66.3,8388,66.2,4544,72.1,2133,72.5,1119,24.6,603,28.3,D,14,14,16,14,14,14,Metro,2,2,4,2,2,2,16,16,16,15,4,4,4,3,24553,23692,3879,21898,19813,4728,945,4,938,4.3,925,4.7,393,8.3
03/01/2023,55089,9,Ozaukee County,WI,96.7,72405,81.2,71453,84.5,67969,88,62870,89.5,19618,95,66604,74.7,66024,78.1,8095,56.6,62721,81.2,57929,82.4,18368,95,42547,63.9,42521,64.4,41395,66,39162,67.6,26596,76.2,15436,84,16564,62.3,11135,72.1,A,3,3,4,4,4,4,Metro,3,3,4,4,4,4,4,4,4,4,4,4,4,4,89221,84585,14314,77229,70271,18165,22271,26.3,21610,28,20778,29.6,10794,59.4
03/01/2023,08037,9,Eagle County,CO,97,58871,95,58476,95,55283,95,51016,95,8483,95,47352,85.9,47187,90.5,5362,60.9,45181,94.8,41825,95,7280,95,23756,50.2,23751,50.3,23336,51.7,22137,52.9,12099,66.9,5372,73.8,6659,55,3541,65.9,B,8,8,8,8,8,8,Non-metro,8,8,8,8,8,8,8,8,8,7,8,8,8,7,55127,52122,8801,47681,43321,6836,10559,20.3,10272,21.5,9888,22.8,3676,53.8
03/01/2023,48145,9,Falls County,TX,98.9,9495,54.9,9483,58.2,9264,62.4,8817,64.5,2396,74.3,8081,46.7,8080,49.6,492,18.9,7912,53.3,7588,55.5,2115,65.6,3169,39.2,3169,39.2,3159,39.9,3128,41.2,2230,53.3,1298,61.4,856,38.4,571,44,D,13,13,13,14,14,15,Metro,1,1,1,2,2,3,14,14,15,14,2,2,3,2,17297,16281,2610,14844,13671,3226,940,5.8,936,6.3,928,6.8,557,17.3
03/01/2023,48429,9,Stephens County,TX,98.9,3913,41.8,3910,44.2,3861,47.9,3758,51.4,1364,72.2,3480,37.2,3479,39.4,126,8.2,3438,42.7,3353,45.9,1269,67.1,1326,38.1,1326,38.1,1322,38.5,1312,39.1,1056,49,752,59.3,364,34.5,272,36.2,D,13,13,13,13,13,15,Non-metro,5,5,5,5,5,7,14,14,14,14,6,6,6,6,9366,8840,1531,8059,7309,1890,372,4.2,368,4.6,361,4.9,246,13
03/01/2023,48141,9,El Paso County,TX,98.9,965164,95,956878,95,880171,95,754854,95,134879,95,720964,85.9,720146,92.5,133079,81.4,667329,95,587067,95,113585,95,286571,39.7,286544,39.8,277496,41.6,262974,44.8,152519,60.4,75421,66.4,73925,48.5,42598,56.5,D,16,16,16,16,16,16,Metro,4,4,4,4,4,4,14,15,15,15,2,3,3,3,839238,778374,163555,690590,614819,105175,133731,17.2,129454,18.7,122777,20,43579,41.4
03/01/2023,30047,9,Lake County,MT,95.9,20510,67.3,20407,71.1,19736,76.3,18534,79.3,7661,95,18061,59.3,18023,62.8,1446,27.2,17554,67.9,16577,70.9,6969,95,10068,55.7,10066,55.9,9991,56.9,9745,58.8,7672,67.4,5144,73.8,4144,54,3093,60.1,C,10,10,9,11,11,12,Non-metro,6,6,5,7,7,8,12,12,12,11,8,8,8,7,30458,28700,5324,25868,23376,6899,5044,17.6,5004,19.3,4929,21.1,3167,45.9
03/01/2023,48421,9,Sherman County,TX,98.9,1359,45,1356,47.9,1345,53.5,1287,58.1,294,63.6,1051,34.8,1051,37.2,42,6.8,1044,41.6,1009,45.6,245,53,249,23.7,248,23.6,247,23.7,245,24.3,192,37.1,107,43.7,48,25,32,29.9,B,5,5,5,5,5,6,Non-metro,5,5,5,5,5,6,5,5,5,5,5,5,5,5,3022,2829,615,2512,2214,462,55,1.9,54,2.1,52,2.3,25,5.4
03/01/2023,48235,9,Irion County,TX,98.9,2715,95,2706,95,2651,95,2524,95,444,95,2257,95,2255,95,146,55.7,2213,95,2109,95,302,92.1,719,31.9,719,31.9,716,32.4,697,33,395,49.3,171,56.6,122,30.9,76,44.4,B,8,8,8,8,8,8,Metro,4,4,4,4,4,4,6,6,6,6,2,2,2,2,1536,1452,262,1303,1190,328,142,9.8,139,10.7,135,11.3,58,17.7
03/01/2023,13171,9,Lamar County,GA,88.8,7717,40.5,7708,42.9,7575,46.1,7181,47.5,2356,71,6833,35.8,6832,38,425,14.9,6732,41,6407,42.4,2242,67.6,3157,46.2,3157,46.2,3145,46.7,3087,48.2,2437,58.9,1549,69.1,1075,44.1,789,50.9,C,9,9,9,9,9,11,Metro,1,1,1,1,1,3,11,11,11,11,3,3,3,3,19077,17964,2858,16428,15106,3316,1167,6.5,1164,7.1,1150,7.6,713,21.5
03/01/2023,55135,9,Waupaca County,WI,96.7,30092,59,29959,61.9,29265,65.8,27731,68.2,10320,95,28595,56.1,28509,58.9,2041,26.4,27899,62.8,26468,65,10032,92.4,18137,63.4,18127,63.6,17967,64.4,17449,65.9,13532,75.6,8420,83.9,8570,63.3,6046,71.8,A,2,2,1,2,3,4,Non-metro,6,6,5,6,7,8,4,4,4,4,8,8,8,8,50990,48426,7736,44450,40690,10861,9094,18.8,9014,20.3,8844,21.7,5378,49.5
03/01/2023,29175,9,Randolph County,MO,91.3,11435,46.2,11406,48.9,11213,52.8,10754,55.4,3553,83.6,9813,39.7,9805,42.1,531,13.6,9658,45.5,9274,47.8,3155,74.3,4372,44.6,4372,44.6,4342,45,4258,45.9,3315,57.1,2114,67,1630,49.2,1223,57.9,B,5,5,5,5,5,7,Non-metro,5,5,5,5,5,7,7,7,7,7,7,7,7,7,24748,23317,3914,21232,19403,4249,2013,8.6,1998,9.4,1973,10.2,1252,29.5
03/01/2023,22031,9,De Soto Parish,LA,96.9,13683,49.8,13669,53,13378,57.5,12643,60.4,3973,79.2,12061,43.9,12060,46.7,887,18.2,11829,50.9,11173,53.3,3671,73.2,4697,38.9,4697,38.9,4684,39.6,4604,41.2,3717,53.3,2305,62.8,1226,33,901,39.1,D,13,13,13,14,14,15,Metro,1,1,1,2,2,3,14,14,15,14,2,2,3,2,27463,25810,4866,23256,20944,5016,1138,4.4,1135,4.9,1119,5.3,731,14.6
03/01/2023,08019,9,Clear Creek County,CO,97,5561,57.3,5526,59.3,5364,61.3,5084,61.7,1587,76.7,4947,51,4935,52.9,391,36.1,4807,55,4544,55.2,1430,69.1,2891,58.4,2891,58.6,2866,59.6,2778,61.1,1875,70.4,1028,71.9,1207,64.4,721,70.1,A,2,2,2,2,2,3,Metro,2,2,2,2,2,3,4,4,4,3,4,4,4,3,9700,9321,1083,8746,8238,2070,1507,16.2,1494,17.1,1455,17.7,678,32.8
03/01/2023,29117,9,Livingston County,MO,91.3,7572,49.7,7567,52.7,7500,57.1,7205,59.9,2576,86.7,6751,44.3,6749,47,289,12.4,6702,51,6460,53.7,2396,80.6,3260,48.3,3260,48.3,3250,48.5,3201,49.6,2625,64.2,1792,74.8,1394,53.1,1090,60.8,B,5,5,5,6,6,8,Non-metro,5,5,5,6,6,8,7,7,7,7,7,7,7,7,15227,14348,2323,13133,12025,2971,1658,11.6,1651,12.6,1638,13.6,1134,38.2
03/01/2023,12077,9,Liberty County,FL,98.6,3304,39.5,3304,41.4,3284,44,3158,45.8,968,77.1,2902,34.7,2902,36.3,128,11.8,2886,38.7,2774,40.2,901,71.7,1047,36.1,1047,36.1,1043,36.1,1033,37.2,866,48,567,62.9,313,36.1,225,39.7,C,9,9,9,9,9,11,Non-metro,5,5,5,5,5,7,10,10,10,10,6,6,6,6,8354,7988,1086,7457,6902,1256,306,3.8,305,4.1,303,4.4,178,14.2
03/01/2023,48499,9,Wood County,TX,98.9,22181,48.7,22169,51.1,21985,54.9,21343,57.8,9884,78.9,19950,43.8,19948,46,691,10.8,19815,49.5,19257,52.1,9183,73.3,9154,45.9,9153,45.9,9146,46.2,9095,47.2,8063,55.6,5829,63.5,3395,42.1,2664,45.7,C,9,9,9,9,10,11,Non-metro,5,5,5,5,6,7,11,11,11,10,7,7,7,6,45539,43374,6422,40061,36952,12527,3227,7.4,3221,8,3195,8.6,2339,18.7
03/01/2023,51007,9,Amelia County,VA,78.2,5168,39.3,5166,41.6,5156,45.3,4980,47.9,1886,71.5,4487,34.1,4486,36.1,139,6.9,4478,39.4,4347,41.8,1736,65.8,93,2.1,93,2.1,93,2.1,92,2.1,77,2.5,49,2.8,82,95,68,95,B,5,5,5,5,5,7,Metro,1,1,1,1,1,3,5,5,5,5,1,1,1,1,13145,12421,2016,11374,10405,2637,95,0.8,95,0.8,94,0.9,68,2.6
03/01/2023,42127,9,Wayne County,PA,94.9,39378,76.7,39241,79.6,38298,83.1,36418,84.7,12524,95,33716,65.6,33629,68.2,2490,39.3,32776,71.1,31139,72.4,10831,85.8,17052,50.6,17049,50.7,16895,51.5,16410,52.7,12160,62.2,7463,68.9,5595,46,3835,51.4,B,7,7,6,7,7,8,Non-metro,7,7,6,7,7,8,8,8,8,7,8,8,8,7,51361,49328,6332,46113,42996,12623,7001,14.2,6917,15,6777,15.8,4050,32.1
03/01/2023,13033,9,Burke County,GA,88.8,15647,69.9,15622,74.9,15200,81.6,14094,84.7,4070,95,13259,59.2,13257,63.5,1251,29.6,12936,69.5,12006,72.1,3552,95,5445,41.1,5445,41.1,5404,41.8,5222,43.5,4027,56.3,2289,64.4,1508,37.4,1005,43.9,C,10,10,9,11,11,12,Metro,2,2,1,3,3,4,11,11,11,10,3,3,3,2,22383,20864,4223,18625,16641,3575,1776,8.5,1760,9.4,1698,10.2,966,27
03/01/2023,13101,9,Echols County,GA,88.8,1571,39.2,1571,41.4,1536,46.6,1457,49.2,366,66.2,1272,31.8,1272,33.5,91,10.9,1244,37.7,1181,39.9,319,57.7,389,30.6,389,30.6,388,31.2,379,32.1,299,46.4,184,57.7,83,27.8,65,35.3,C,9,9,9,9,9,10,Metro,1,1,1,1,1,2,10,10,10,10,2,2,2,2,4006,3796,833,3299,2963,553,82,2.2,80,2.4,79,2.7,57,10.3
03/01/2023,40111,9,Okmulgee County,OK,93.8,19653,51.1,19633,54.2,19303,59.2,18283,62,5955,81.3,17074,44.4,17067,47.2,1108,16.5,16825,51.6,15959,54.1,5392,73.6,7819,45.8,7819,45.8,7790,46.3,7633,47.8,5874,59.6,3662,67.9,2820,48,1972,53.9,D,13,13,13,14,14,15,Metro,1,1,1,2,2,3,15,15,15,15,3,3,3,3,38465,36190,6713,32626,29477,7325,3406,9.4,3389,10.4,3350,11.4,1980,27
03/01/2023,48181,9,Grayson County,TX,98.9,73537,54,73457,57.6,72214,62.8,68803,66.2,21939,90.7,63198,46.4,63157,49.5,3578,15.1,62222,54.1,59579,57.3,19717,81.5,25534,40.4,25534,40.4,25464,40.9,25190,42.3,20098,54.4,12626,64,8705,43.3,6250,49.5,C,9,9,9,10,10,12,Metro,1,1,1,2,2,4,11,11,11,10,3,3,3,2,136212,127619,23640,114951,103979,24182,8848,6.9,8824,7.7,8734,8.4,5264,21.8
03/01/2023,31039,9,Cuming County,NE,91,,,,,,,,,,,4824,54.5,4824,58.4,499,31.9,4677,62.7,4325,64.6,1397,70.6,3462,71.8,3462,71.8,3445,73.7,3352,77.5,2516,95,1531,95,1360,54.1,973,63.6,A,2,2,2,2,2,3,Non-metro,6,6,6,6,6,7,4,4,4,4,8,8,8,8,8846,8258,1562,7465,6696,1978,1385,16.8,1383,18.5,1362,20.3,853,43.1
03/01/2023,13273,9,Terrell County,GA,88.8,5779,67.7,5770,71.9,5630,77.6,5268,80.2,1632,95,5104,59.8,5100,63.5,397,27.2,4988,68.7,4703,71.6,1548,90.4,2209,43.3,2209,43.3,2187,43.8,2152,45.8,1730,59.4,1062,68.6,622,36,426,40.1,D,14,14,13,15,15,16,Metro,2,2,1,3,3,4,15,15,15,15,3,3,3,3,8531,8030,1462,7257,6568,1713,612,7.6,601,8.3,586,8.9,368,21.5
03/01/2023,53055,9,San Juan County,WA,96,16780,95,16633,95,16012,95,15127,95,5961,95,15060,85.7,14953,87.5,1303,75,14446,89.1,13650,88.9,5539,89.6,10682,70.9,10670,71.4,10470,72.5,10059,73.7,7427,82.8,4870,87.9,5530,74.5,3892,79.9,A,4,4,4,4,4,4,Non-metro,8,8,8,8,8,8,4,4,4,4,8,8,8,8,17582,17090,1737,16210,15353,6182,7112,41.6,6994,43.1,6816,44.4,4002,64.7
03/01/2023,31161,9,Sheridan County,NE,91,,,,,,,,,,,1809,34.5,1806,36.7,124,14.9,1757,39.1,1682,41.1,686,49,1007,55.7,1007,55.8,998,56.8,977,58.1,798,69.2,569,82.9,425,53.3,331,58.2,C,9,9,9,9,9,9,Non-metro,5,5,5,5,5,5,12,12,12,12,8,8,8,8,5246,4922,831,4493,4091,1401,429,8.7,427,9.5,421,10.3,274,19.6
03/01/2023,48339,9,Montgomery County,TX,98.9,406418,66.9,403671,71.2,387335,76.8,355171,79.1,77954,95,346620,57.1,346042,61,40417,34.2,333086,66,305625,68.1,69973,85.9,132772,38.3,132769,38.4,130013,39,125864,41.2,82606,54.3,45278,64.7,39392,47.7,24996,55.2,C,10,10,10,11,11,12,Metro,2,2,2,3,3,4,10,10,11,10,2,2,3,2,607391,567015,118064,504312,448951,81457,55336,9.8,53952,10.7,51908,11.6,24683,30.3
03/01/2023,51145,9,Powhatan County,VA,78.2,12951,43.7,12944,45.7,12921,49.3,12193,50.2,4150,73.7,11493,38.8,11490,40.6,598,14.8,11477,43.8,10892,44.9,3839,68.2,164,1.4,164,1.4,163,1.4,154,1.4,118,1.6,66,1.7,73,61.9,47,71.2,A,1,1,1,1,1,3,Metro,1,1,1,1,1,3,1,1,1,1,1,1,1,1,29652,28319,4039,26228,24280,5632,114,0.4,114,0.4,112,0.5,61,1.1
03/01/2023,21125,9,Laurel County,KY,94.1,28329,46.6,28307,49.6,27787,53.8,26336,56.3,7728,76,25252,41.5,25244,44.3,1705,16.6,24812,48.1,23539,50.3,7156,70.4,10857,43,10857,43,10814,43.6,10562,44.9,7897,56.3,4751,66.4,3213,40.7,2198,46.3,C,9,9,9,9,10,11,Non-metro,5,5,5,5,6,7,11,11,11,11,7,7,7,7,60813,57043,10288,51604,46755,10165,3590,6.3,3577,6.9,3513,7.5,2068,20.3
03/01/2023,48385,9,Real County,TX,98.9,2011,58.3,2011,60.9,1991,64.7,1923,66.7,944,89.6,1761,51,1761,53.3,65,15.6,1745,56.7,1696,58.8,845,80.2,802,45.5,802,45.5,801,45.9,792,46.7,706,52.8,497,58.8,315,44.6,238,47.9,D,14,14,13,14,14,16,Non-metro,6,6,5,6,6,8,15,15,15,14,7,7,7,6,3452,3301,416,3078,2885,1053,360,10.9,360,11.7,354,12.3,264,25.1
03/01/2023,01051,9,Elmore County,AL,92.6,48274,59.4,48259,63.1,47480,68.4,45038,71.4,13529,95,39252,48.3,39251,51.3,2424,18.1,38704,55.7,36827,58.4,11370,89.8,14647,37.3,14647,37.3,14610,37.7,14332,38.9,11082,49.3,6684,58.8,3947,35.6,2715,40.6,B,5,6,5,6,6,8,Metro,1,2,1,2,2,4,6,6,6,6,2,2,2,2,81209,76475,13395,69448,63080,12657,4845,6.3,4836,7,4769,7.6,2665,21.1
03/01/2023,48277,9,Lamar County,TX,98.9,22795,45.7,22753,48.8,22378,53.3,21337,56,7604,78.2,20024,40.2,20010,42.9,1165,13.7,19731,47,18845,49.5,6967,71.6,8339,41.6,8339,41.7,8305,42.1,8199,43.5,6746,54,4349,62.4,2637,39.1,1972,45.3,D,13,13,13,13,13,15,Non-metro,5,5,5,5,5,7,15,15,15,14,7,7,7,6,49859,46604,8518,41963,38086,9726,2528,5.4,2517,6,2492,6.5,1688,17.4
03/01/2023,17081,9,Jefferson County,IL,97.9,20024,53.1,19977,56.6,19599,61.2,18752,64,6276,85.6,18289,48.5,18267,51.8,1112,18.5,17927,56,17155,58.6,5876,80.1,9690,53,9690,53,9637,53.8,9449,55.1,7141,67.4,4510,76.8,3851,53.9,2759,61.2,C,9,10,9,10,10,12,Non-metro,5,6,5,6,6,8,12,12,12,11,8,8,8,7,37684,35297,6009,32021,29288,7332,4067,11.5,4050,12.6,3995,13.6,2505,34.2
03/01/2023,42093,9,Montour County,PA,94.9,17964,95,17748,95,17042,95,16045,95,5082,95,15313,84,15182,88.4,1573,58.3,14493,92.1,13609,94,4185,95,9233,60.3,9233,60.8,8986,62,8588,63.1,5569,72.2,3313,79.2,3361,60.4,2225,67.2,B,8,8,8,8,8,8,Metro,4,4,4,4,4,4,8,8,8,7,4,4,4,3,18230,17182,2700,15740,14482,3923,5026,29.3,4884,31,4724,32.6,2406,61.3
03/01/2023,40009,9,Beckham County,OK,93.8,10730,49.1,10712,52.6,10554,58.2,10039,61.2,2977,92.6,9326,42.7,9324,45.8,532,13.4,9213,50.8,8792,53.6,2641,82.1,4088,43.8,4088,43.8,4079,44.3,4001,45.5,2988,58.8,1828,69.2,1288,43.1,912,49.9,D,13,13,13,14,14,16,Non-metro,5,5,5,6,6,8,15,15,15,15,7,7,7,7,21859,20365,3969,18136,16396,3215,1641,8.1,1638,9,1613,9.8,910,28.3
03/01/2023,56001,9,Albany County,WY,97.1,25492,65.6,25284,68.1,24278,70.1,22907,70.2,4780,95,22783,58.6,22632,61,2137,47.6,21734,62.8,20495,62.8,4447,93.6,11945,52.4,11928,52.7,11675,53.7,11180,54.5,5982,71.5,3522,79.2,3687,61.6,2455,69.7,B,6,6,7,6,6,8,Non-metro,6,6,7,6,6,8,8,8,8,7,8,8,8,7,38880,37114,4487,34627,32627,4752,5474,14.7,5336,15.4,5160,15.8,2282,48
03/01/2023,37063,9,Durham County,NC,96.8,371230,95,365131,95,347951,95,327017,95,68936,95,261110,81.2,257496,85.5,28009,61.6,244646,88.7,229487,89.7,51321,95,96359,36.9,95898,37.2,92213,37.7,87965,38.3,48063,46.6,25098,48.9,19533,40.6,11126,44.3,C,12,12,12,12,12,12,Metro,4,4,4,4,4,4,10,10,10,9,2,2,2,1,321488,301307,45478,275950,255829,43764,78950,26.2,76111,27.6,72730,28.4,24702,56.4
03/01/2023,37189,9,Watauga County,NC,96.8,43353,77.2,43044,79.3,41491,80.5,39569,80.7,10376,95,33345,59.4,33190,61.1,2507,47.4,32061,62.2,30683,62.6,8194,88.8,12890,38.7,12882,38.8,12695,39.6,12237,39.9,7780,53,4829,58.9,3739,48.1,2558,53,B,6,6,7,6,6,8,Non-metro,6,6,7,6,6,8,6,6,6,6,6,6,6,6,56177,54308,5286,51530,49022,9229,7171,13.2,6992,13.6,6732,13.7,3293,35.7
03/01/2023,35023,9,Hidalgo County,NM,97,3096,73.7,3072,78.1,2953,83,2753,84.7,882,93.5,2589,61.7,2576,65.5,285,41.6,2472,69.5,2291,70.5,732,77.6,1414,54.6,1411,54.8,1381,55.9,1299,56.7,916,64.3,516,70.5,433,47.3,296,57.4,D,14,15,15,15,15,15,Non-metro,6,7,7,7,7,7,16,16,16,15,8,8,8,7,4198,3935,685,3559,3250,943,622,15.8,606,17,595,18.3,299,31.7
03/01/2023,37033,9,Caswell County,NC,96.8,14426,63.8,14391,66.9,14103,70.7,13608,74,4952,95,11859,52.5,11847,55.1,616,19.8,11625,58.3,11231,61.1,4222,84.4,5222,44,5222,44.1,5205,44.8,5134,45.7,4033,53.1,2582,61.2,1802,44.7,1283,49.7,D,14,14,13,14,14,16,Non-metro,6,6,5,6,6,8,15,15,15,14,7,7,7,6,22604,21496,3113,19944,18383,5005,2383,11.1,2364,11.9,2341,12.7,1390,27.8
03/01/2023,33003,9,Carroll County,NH,93.7,43303,88.5,43088,91.4,41852,94.7,39875,95,15812,95,35791,73.2,35669,75.7,2537,44.4,34654,78.4,33132,80,13387,94.5,21133,59,21123,59.2,20834,60.1,20255,61.1,16342,69.3,10360,77.4,9055,55.4,6679,64.5,A,3,3,3,3,4,4,Non-metro,7,7,7,7,8,8,4,4,4,3,8,8,8,7,48910,47131,5716,44213,41415,14167,11808,25.1,11639,26.3,11373,27.5,7402,52.2
03/01/2023,49023,9,Juab County,UT,97.7,5358,44.6,5343,48.7,5188,55.6,4806,60.7,1372,95,4695,39.1,4693,42.8,431,14.1,4589,49.2,4262,53.9,1223,85.7,1979,42.2,1979,42.2,1970,42.9,1921,45.1,1375,61.7,837,68.4,572,41.6,423,50.5,A,1,1,1,1,2,4,Metro,1,1,1,1,2,4,3,3,3,3,3,3,3,3,12017,10975,3063,9328,7912,1427,631,5.7,625,6.7,616,7.8,382,26.8
03/01/2023,30037,9,Golden Valley County,MT,95.9,448,54.6,448,58.1,445,63.3,428,66.4,215,94.3,393,47.9,393,51,14,11.1,393,55.9,379,58.8,198,86.8,177,45,177,45,177,45,177,46.7,158,53.4,110,55.6,80,50.6,71,64.5,A,1,2,1,2,2,4,Metro,1,2,1,2,2,4,3,3,3,2,3,3,3,2,821,771,126,703,645,228,81,10.5,81,11.5,81,12.6,64,28.1
03/01/2023,29023,9,Butler County,MO,91.3,18131,42.7,18113,45.4,17885,49.7,17137,52.6,5825,71.5,15295,36,15288,38.3,740,10.1,15144,42.1,14548,44.6,5205,63.9,6318,41.3,6318,41.3,6305,41.6,6229,42.8,5015,53.8,3225,62,2453,48.9,1815,56.3,D,13,13,13,13,13,14,Non-metro,5,5,5,5,5,6,15,15,15,14,7,7,7,6,42478,39886,7297,35959,32589,8145,3081,7.7,3075,8.6,3048,9.4,1884,23.1
03/01/2023,42105,9,Potter County,PA,94.9,6879,41.6,,,,,,,,,6685,40.5,6657,42.4,415,16.5,6513,45.2,6242,47.3,2609,64.5,3372,50.4,3372,50.7,3339,51.3,3258,52.2,2672,60.4,1771,67.9,1254,46.9,909,51.3,B,5,5,5,5,5,6,Non-metro,5,5,5,5,5,6,8,8,8,7,8,8,8,7,16526,15695,2512,14398,13183,4043,1798,11.5,1783,12.4,1765,13.4,1142,28.2
03/01/2023,08077,9,Mesa County,CO,97,88733,57.5,88304,60.6,85878,64.7,81225,66.9,28644,94.3,80118,52,79906,54.9,6359,26.2,77832,58.6,73547,60.6,26519,87.3,47479,59.3,47465,59.4,46993,60.4,45494,61.9,32413,72,20470,77.2,20548,63.4,14414,70.4,C,10,10,9,10,10,12,Metro,2,2,1,2,2,4,12,12,12,11,4,4,4,3,154210,145663,24262,132774,121401,30368,23062,15.8,22824,17.2,22284,18.4,12750,42
03/01/2023,26041,9,Delta County,MI,94.1,23765,66.4,,,,,,,,,22876,63.9,22865,67.3,1109,21.4,22593,72.2,21756,75.5,9216,95,12589,55,12589,55.1,12510,55.4,12262,56.4,9858,64.3,6404,69.5,4680,47.5,3366,52.6,B,6,7,5,7,7,8,Non-metro,6,7,5,7,7,8,8,8,8,7,8,8,8,7,35784,33999,5184,31295,28815,8893,4946,14.5,4902,15.7,4818,16.7,2969,33.4
03/01/2023,51163,9,Rockbridge County,VA,78.2,11587,51.3,11575,53.4,11447,56.7,10941,58.5,4223,69.8,10532,46.7,10527,48.6,539,18.2,10410,51.6,9988,53.4,3979,65.8,2380,22.6,2380,22.6,2354,22.6,2302,23,1789,26.1,1135,28.5,963,53.8,696,61.3,A,1,1,1,2,2,3,Non-metro,5,5,5,6,6,7,1,1,1,1,5,5,5,5,22573,21669,2966,20179,18703,6048,1144,5.3,1136,5.6,1127,6,709,11.7
03/01/2023,19079,9,Hamilton County,IA,97.3,10353,70.1,10286,74.3,9931,79,9283,81.4,2961,95,9667,65.4,9625,69.5,870,35.8,9302,74,8755,76.7,2857,92.3,5622,58.2,5620,58.4,5535,59.5,5387,61.5,4043,75.6,2426,84.9,2560,63.3,1790,73.8,A,3,3,2,3,3,4,Non-metro,7,7,6,7,7,8,4,4,4,4,8,8,8,8,14773,13841,2430,12576,11411,3097,2924,21.1,2878,22.9,2820,24.7,1668,53.9
03/01/2023,13239,9,Quitman County,GA,88.8,956,41.6,956,44.2,925,45.7,893,47.8,414,58.7,808,35.1,808,37.3,55,18.6,780,38.6,753,40.3,355,50.4,334,41.3,334,41.3,324,41.5,317,42.1,258,47.2,183,51.5,127,49.2,97,53,D,13,13,13,13,13,14,Non-metro,5,5,5,5,5,6,15,15,15,14,7,7,7,6,2299,2165,296,2022,1869,705,174,8,167,8.3,163,8.7,106,15
